query,mean_atf,mean_delta_unconstrained,mean_j_eta,mean_ridi_unconstrained,mean_ridi_controlled,mean_utility_regret,n_nonzero_cells
UMLS:C1570187,0.7641901896836107,22.0,4.0,0.10559282422110654,0.031130467128880346,0.0007823119249210914,6
UMLS:C1618765,0.7707952213271362,26.666666666666668,4.5,0.09790617942244577,0.023651302319421735,0.000597968786034234,6
UMLS:C1667052,0.8073794261294261,22.666666666666668,4.666666666666667,0.0992658771050149,0.018816175453036408,0.0007797753191385626,6
UMLS:C2605855,0.947326526130874,17.166666666666668,1.1666666666666667,0.06871958367113777,0.003654378824357592,0.0005126640089483579,6
UMLS:C2830138,0.8625451671183378,26.833333333333332,4.666666666666667,0.10207715019629836,0.014518387416169875,0.0005980313461562669,6
UMLS:C2930749,0.9698028673835125,15.0,0.6666666666666666,0.05501181171317413,0.001996007984031936,0.0004532164574745222,6
UMLS:C3179535,0.5276857294299154,59.166666666666664,31.166666666666668,0.2676020276703282,0.14381552789854138,0.000948617795605117,6
UMLS:C3490087,0.9816925351071694,20.166666666666668,0.5,0.07402624355967333,0.001663672322354957,0.0005315481242843819,6
UMLS:C3884966,0.8291528586356173,28.0,5.0,0.10169031005396804,0.01781421860975722,0.0007124617317498955,6
UMLS:C4271578,0.5782242063492063,29.5,12.333333333333334,0.11715998961957565,0.05153249108381199,0.0009132154060288515,6
UMLS:C4550368,0.5262964314948785,32.5,14.833333333333334,0.11215435549166593,0.05472970904628747,0.000580742790629129,6
UMLS:C5142959,0.8197007670691882,22.0,2.6666666666666665,0.09703294288307453,0.020893426585297165,0.0008639411955766851,6
