drug_a,drug_b,evidence_tier,faers_coreports,n_ae_terms_tested,median_upper95_ror,p95_upper95_ror,max_upper95_ror,frac_terms_equiv_delta1.5,frac_terms_equiv_delta2.0,frac_terms_equiv_delta3.0,involves_mega_hub
ranitidine,dalteparin,T2_moderate,397.0,161,3.876636248273096,13.160159895453404,16.17426538829225,0.07453416149068323,0.19254658385093168,0.34782608695652173,False
ranitidine,heparin,T1_wellpowered,1641.0,362,2.542876016595561,7.615060542350526,18.773787408396483,0.1574585635359116,0.3425414364640884,0.6187845303867403,False
ranitidine,liraglutide,T2_moderate,313.0,48,3.0680960225125533,14.154493239474101,17.82569222480545,0.16666666666666666,0.3333333333333333,0.4583333333333333,False
ranitidine,sevelamer,T2_moderate,379.0,74,4.072656887304619,10.940785960492498,16.77826724569668,0.06756756756756757,0.10810810810810811,0.32432432432432434,True
ranitidine,ustekinumab,T1_wellpowered,1199.0,262,9.107107470294254,79.58246594149269,191.83156684541416,0.05343511450381679,0.06870229007633588,0.09541984732824428,True
risperidone,dalteparin,T2_moderate,108.0,14,6.89495077113409,12.922265057439779,13.217643841321191,0.0,0.07142857142857142,0.2857142857142857,False
ropinirole,heparin,T2_moderate,178.0,44,3.844643751631727,10.664824713807231,11.380134916577553,0.045454545454545456,0.11363636363636363,0.29545454545454547,False
ropinirole,liraglutide,T2_moderate,115.0,19,2.3427913601656805,7.585809663808711,8.071285499548909,0.05263157894736842,0.21052631578947367,0.5789473684210527,False
ropinirole,sevelamer,T3_limited,94.0,12,5.630429822242917,10.743227327986336,13.406618997755613,0.08333333333333333,0.16666666666666666,0.16666666666666666,True
rosuvastatin,sevelamer,T2_moderate,514.0,106,3.0579333957170114,10.546491982981614,11.86705143897949,0.24528301886792453,0.3490566037735849,0.4811320754716981,True
rosuvastatin,ustekinumab,T1_wellpowered,826.0,138,2.6484545628725886,51.59988791260419,136.90462471589947,0.42028985507246375,0.43478260869565216,0.5217391304347826,True
salmeterol,citalopram,T1_wellpowered,3703.0,405,1.6391962764646124,7.791943914473591,60.86425086668067,0.454320987654321,0.6345679012345679,0.8271604938271605,False
salmeterol,sevelamer,T2_moderate,188.0,34,4.40735402743784,9.356288374303794,11.102969528894041,0.17647058823529413,0.20588235294117646,0.38235294117647056,True
salmeterol,ustekinumab,T2_moderate,171.0,40,2.0640947438860953,9.025493973702291,13.957580680656182,0.15,0.45,0.725,True
sevelamer,acyclovir,T2_moderate,547.0,103,2.196066008498831,6.86398208748084,11.282686770901984,0.17475728155339806,0.42718446601941745,0.6893203883495146,True
sevelamer,amitriptyline,T2_moderate,272.0,50,3.3979639780943494,13.370638089496484,16.430515426294278,0.22,0.32,0.4,True
sevelamer,bisoprolol,T2_moderate,396.0,89,3.0240763936413053,12.983601065042857,14.981583770586129,0.30337078651685395,0.42696629213483145,0.4943820224719101,True
sevelamer,clonazepam,T2_moderate,298.0,58,2.496930104707599,8.505280798225122,10.710863323215172,0.20689655172413793,0.39655172413793105,0.5172413793103449,True
sevelamer,clopidogrel,T1_wellpowered,929.0,197,2.527201215552667,8.207570506404872,11.75657958035752,0.2639593908629442,0.36548223350253806,0.5786802030456852,True
sevelamer,clotrimazole,EXCLUDED_clinical,77.0,12,8.318883915949417,20.006679135512737,22.458023277350183,0.0,0.08333333333333333,0.16666666666666666,True
sevelamer,finasteride,T2_moderate,158.0,29,4.14273753724315,11.569588313721141,15.32877038746008,0.06896551724137931,0.06896551724137931,0.20689655172413793,True
sevelamer,glimepiride,EXCLUDED_clinical,108.0,16,9.020340832809296,13.171854194869551,14.261794679189045,0.0,0.1875,0.25,True
sevelamer,ibuprofen,T2_moderate,280.0,49,3.2694680411482118,16.699768716122215,22.267026843197876,0.16326530612244897,0.32653061224489793,0.4489795918367347,True
sevelamer,irbesartan,T2_moderate,170.0,18,3.3695555923430702,6.903162023135066,12.645592040415456,0.16666666666666666,0.3333333333333333,0.3333333333333333,True
sevelamer,ketoconazole,T3_limited,65.0,10,9.341925752358122,15.871836727766363,18.671668525584888,0.0,0.0,0.0,True
sevelamer,lansoprazole,T2_moderate,722.0,81,2.300791735344725,13.220734160084316,25.65061634413329,0.37037037037037035,0.4567901234567901,0.6419753086419753,True
sevelamer,losartan,T1_wellpowered,873.0,155,2.1110200653268483,6.402814807154186,10.193750120381987,0.3741935483870968,0.4645161290322581,0.6258064516129033,True
sevelamer,lovastatin,T2_moderate,104.0,18,5.54911307004604,11.766813003533242,12.109736909142061,0.0,0.1111111111111111,0.2777777777777778,True
sevelamer,oxycodone,T1_wellpowered,930.0,199,2.933010637982368,10.270805324330585,13.055353242645767,0.25125628140703515,0.33668341708542715,0.5175879396984925,True
sevelamer,prednisolone,T2_moderate,223.0,46,4.080569542323646,9.777457259172031,13.688931894047588,0.10869565217391304,0.15217391304347827,0.2826086956521739,True
sevelamer,quetiapine,T2_moderate,179.0,33,4.1807162714565544,8.589736141603003,11.66800223937082,0.15151515151515152,0.2727272727272727,0.42424242424242425,True
sevelamer,temazepam,T2_moderate,201.0,38,3.8779786534028347,9.787753294674623,14.233938295505483,0.10526315789473684,0.2894736842105263,0.4473684210526316,True
sevelamer,tramadol,T2_moderate,611.0,105,2.164501193395018,10.895308721276821,11.802183197351196,0.3238095238095238,0.44761904761904764,0.6285714285714286,True
sevelamer,trazodone,T2_moderate,325.0,74,3.1279018425665917,9.692100433961308,15.392461195208943,0.17567567567567569,0.33783783783783783,0.5,True
sevelamer,tadalafil,T2_moderate,144.0,37,4.2001213661146535,9.120373350984,11.313073310861126,0.05405405405405406,0.16216216216216217,0.32432432432432434,True
sevelamer,warfarin,T2_moderate,650.0,151,3.0356960669951984,8.701031339007836,14.054090336275351,0.2052980132450331,0.32450331125827814,0.4966887417218543,True
sevelamer,doxycycline,T2_moderate,224.0,42,3.1786147980869446,15.995145069036804,17.58062778617741,0.19047619047619047,0.30952380952380953,0.5,True
sevelamer,insulin glargine,T3_trivial_inert,988.0,192,2.8429530100790816,8.843029214806654,28.01038863879057,0.1875,0.328125,0.515625,True
sevelamer,pregabalin,T3_trivial_inert,539.0,95,1.9663341235620218,6.629854793344409,13.96460706245273,0.4,0.5263157894736842,0.6526315789473685,True
sevelamer,albuterol,T2_moderate,778.0,186,2.7276193997556977,7.414731957583476,14.306569715408516,0.23118279569892472,0.3548387096774194,0.5376344086021505,True
sevelamer,sertraline,T2_moderate,503.0,106,2.784037506053911,7.463208266471318,11.320596933670323,0.22641509433962265,0.3490566037735849,0.5377358490566038,True
sildenafil,dalteparin,T2_moderate,102.0,14,4.086085386371823,11.685910569479418,12.16820966312587,0.0,0.14285714285714285,0.35714285714285715,False
sildenafil,levetiracetam,T2_moderate,519.0,147,2.763619776451747,8.44392979110824,11.76542021813569,0.1360544217687075,0.2653061224489796,0.5714285714285714,False
sildenafil,sevelamer,T2_moderate,240.0,69,4.359088043657428,9.41743672246566,10.070046446184168,0.057971014492753624,0.13043478260869565,0.3333333333333333,True
simvastatin,atenolol,T1_wellpowered,16834.0,447,1.2532137567606048,2.120720336237017,4.1624547106313505,0.7136465324384788,0.9261744966442953,0.9910514541387024,False
simvastatin,sevelamer,T1_wellpowered,872.0,175,2.3062407598898598,8.055029743049312,13.739304177184314,0.2914285714285714,0.4057142857142857,0.6171428571428571,True
sitagliptin,heparin,T2_moderate,444.0,137,3.2467690518725805,8.82006586546497,21.40409058412801,0.10218978102189781,0.25547445255474455,0.46715328467153283,False
sitagliptin,levetiracetam,T2_moderate,673.0,136,2.3067745901605057,8.871180769602432,22.349632113765754,0.23529411764705882,0.39705882352941174,0.5735294117647058,False
sitagliptin,liraglutide,EXCLUDED_clinical,1672.0,263,1.9321303426921725,7.57963811660732,13.369978769377969,0.376425855513308,0.5095057034220533,0.6768060836501901,False
sitagliptin,sevelamer,T2_moderate,169.0,22,5.148575567397884,9.886187067200824,10.722384030280514,0.13636363636363635,0.2727272727272727,0.36363636363636365,True
sitagliptin,ustekinumab,T2_moderate,390.0,57,14.310625191179112,160.10448685249426,180.9128144271908,0.17543859649122806,0.24561403508771928,0.2807017543859649,True
solifenacin,liraglutide,T2_moderate,128.0,18,2.757617622089813,12.107112888625299,13.098624465988651,0.1111111111111111,0.3888888888888889,0.5555555555555556,False
terazosin,sevelamer,T3_limited,75.0,16,5.4872849321918125,10.716681151463728,10.964893548339308,0.0,0.0,0.1875,True
tetracycline,atenolol,T2_moderate,109.0,21,3.174522346587813,9.051257512914844,11.422971335203396,0.047619047619047616,0.14285714285714285,0.47619047619047616,False
tetracycline,heparin,T3_limited,85.0,16,5.651925900724692,14.43414176833509,14.77505589382361,0.0,0.0625,0.1875,False
tetracycline,ustekinumab,T2_moderate,273.0,178,8.357470007200963,34.314229981102194,75.17091663138558,0.0056179775280898875,0.016853932584269662,0.0449438202247191,True
triamcinolone,dextromethorphan,T1_wellpowered,1107.0,382,3.847379582687057,8.026163996539943,12.51811749844493,0.07329842931937172,0.14136125654450263,0.3219895287958115,False
triamcinolone,levetiracetam,T2_moderate,609.0,128,1.8847958597444912,7.085034443911796,15.36876225885249,0.3828125,0.515625,0.6796875,False
triamcinolone,sevelamer,T2_moderate,122.0,20,3.9637013881976157,8.519903806451275,8.85113005887321,0.2,0.25,0.45,True
triamterene,dextromethorphan,T2_moderate,291.0,103,3.3548321839723823,8.457505557685062,11.072104807315556,0.02912621359223301,0.0970873786407767,0.4174757281553398,False
triamterene,levetiracetam,T2_moderate,192.0,50,2.5146351219543277,6.163439116602637,8.539573057683745,0.12,0.22,0.62,False
triamterene,liraglutide,T2_moderate,122.0,17,2.556084782750674,6.984525640368253,9.877045002911572,0.17647058823529413,0.23529411764705882,0.6470588235294118,False
triamterene,ustekinumab,T3_limited,58.0,17,12.278449103287368,20.53267044972568,22.24253372406492,0.0,0.0,0.0,True
ustekinumab,acyclovir,T3_limited,81.0,10,2.4394640336834783,6.61725787566332,7.288791007182739,0.2,0.2,0.6,True
ustekinumab,amitriptyline,T2_moderate,525.0,206,2.1040194085289547,8.420195057116208,18.735867471245992,0.2912621359223301,0.46116504854368934,0.6650485436893204,True
ustekinumab,bisoprolol,T2_moderate,648.0,145,3.6767559265534313,55.440137093693636,124.39911326773809,0.3103448275862069,0.38620689655172413,0.46206896551724136,True
ustekinumab,clopidogrel,T2_moderate,419.0,63,1.507025981599833,8.674550947311179,17.587040766868892,0.47619047619047616,0.6190476190476191,0.746031746031746,True
ustekinumab,clotrimazole,EXCLUDED_clinical,120.0,145,5.996618860401183,15.645829093883668,26.054850408573675,0.0,0.020689655172413793,0.07586206896551724,True
ustekinumab,finasteride,T3_limited,76.0,10,3.8920347050031845,8.66793697224711,9.675828708645989,0.2,0.2,0.3,True
ustekinumab,glimepiride,T2_moderate,105.0,28,3.986429165472324,10.402628245978997,11.071802268672288,0.07142857142857142,0.10714285714285714,0.35714285714285715,True
ustekinumab,ibuprofen,T1_wellpowered,4052.0,323,10.859331475614296,41.652098745730925,71.35675851440529,0.20743034055727555,0.26006191950464397,0.30030959752321984,True
ustekinumab,irbesartan,T2_moderate,332.0,70,12.512297584184076,151.16834303147417,183.1802895650275,0.11428571428571428,0.18571428571428572,0.3,True
ustekinumab,ketoconazole,T3_limited,98.0,15,4.38772493748582,11.243665772579249,11.77790617015645,0.0,0.06666666666666667,0.26666666666666666,True
ustekinumab,lansoprazole,T1_wellpowered,2316.0,282,12.757870089769405,48.20123352903221,94.57942652912098,0.15602836879432624,0.18439716312056736,0.22695035460992907,True
ustekinumab,losartan,T2_moderate,693.0,111,1.1269209357333274,6.124528409960924,7.972704296231823,0.6486486486486487,0.7207207207207207,0.8558558558558559,True
ustekinumab,quetiapine,T1_wellpowered,2765.0,241,17.292782823245393,57.9142421935066,126.12722473595402,0.07468879668049792,0.0912863070539419,0.13692946058091288,True
ustekinumab,temazepam,T2_moderate,186.0,170,6.075461528943812,21.061325395484428,25.977587806580754,0.0058823529411764705,0.029411764705882353,0.14705882352941177,True
ustekinumab,tramadol,T1_wellpowered,3130.0,310,8.984706287987962,36.643253695308616,165.72302683277275,0.23548387096774193,0.2709677419354839,0.3032258064516129,True
ustekinumab,trazodone,T2_moderate,501.0,240,7.265454290881149,23.167043182755357,55.16412721553653,0.016666666666666666,0.04583333333333333,0.12083333333333333,True
ustekinumab,perindopril,T2_moderate,233.0,74,4.371341907551283,22.387193051938095,30.335168457465645,0.08108108108108109,0.1891891891891892,0.33783783783783783,True
ustekinumab,doxycycline,T1_wellpowered,2517.0,267,11.80232840709614,42.42018038368848,115.72285020462803,0.10486891385767791,0.12734082397003746,0.18352059925093633,True
ustekinumab,insulin glargine,T3_trivial_inert,400.0,63,6.589958055318459,110.0995980022765,131.16459609592576,0.14285714285714285,0.25396825396825395,0.38095238095238093,True
ustekinumab,diphenhydramine,T1_wellpowered,1986.0,321,8.789435727917216,34.58252830915509,104.32095792929957,0.14018691588785046,0.16510903426791276,0.21495327102803738,True
ustekinumab,meloxicam,T1_wellpowered,1223.0,291,11.191318209991202,40.554041430414614,91.09740240195084,0.054982817869415807,0.08247422680412371,0.15120274914089346,True
ustekinumab,niacin,T3_limited,25.0,21,10.636843660972056,13.129055727325092,13.648156368552103,0.0,0.0,0.0,True
ustekinumab,pregabalin,T3_trivial_inert,2917.0,339,8.233698918178131,38.22415490457967,85.41148459501318,0.20943952802359883,0.24778761061946902,0.29793510324483774,True
ustekinumab,albuterol,T1_wellpowered,1096.0,296,5.886038202584791,27.82427266240078,82.7443529765486,0.12162162162162163,0.18243243243243243,0.22972972972972974,True
ustekinumab,sertraline,T2_moderate,565.0,87,1.3572060387384894,6.9675476898353415,10.284197909701211,0.5287356321839081,0.632183908045977,0.7586206896551724,True
valganciclovir,atenolol,T2_moderate,188.0,45,3.1965045644008088,9.932505026186048,10.74497612522329,0.2,0.3111111111111111,0.4666666666666667,False
valganciclovir,chlorpheniramine,T2_moderate,109.0,22,3.9635401851042116,9.501179485586867,10.719735912622973,0.045454545454545456,0.13636363636363635,0.3181818181818182,False
valganciclovir,dextromethorphan,T3_limited,62.0,13,5.706097934592254,9.30945940723142,10.319321242441443,0.0,0.0,0.0,False
valganciclovir,heparin,T2_moderate,560.0,149,2.620576842066613,8.224660340539764,19.552498439676516,0.20134228187919462,0.3221476510067114,0.5838926174496645,False
valganciclovir,levetiracetam,T2_moderate,314.0,58,2.6599234334904196,11.010524994845992,17.21239099368085,0.2413793103448276,0.3275862068965517,0.5689655172413793,False
valganciclovir,sevelamer,T2_moderate,141.0,28,4.6028996735375,10.577061456836313,13.941029448137265,0.07142857142857142,0.10714285714285714,0.21428571428571427,True
venlafaxine,liraglutide,T2_moderate,500.0,88,2.027412232286608,10.524722048620253,21.323421878199692,0.4090909090909091,0.5,0.6704545454545454,False
venlafaxine,sevelamer,T2_moderate,128.0,27,4.004235042650251,8.603015257766394,11.315694615467786,0.1111111111111111,0.25925925925925924,0.3333333333333333,True
venlafaxine,ustekinumab,T2_moderate,295.0,75,2.273334953573529,10.153008661128714,14.315061148703185,0.3466666666666667,0.4266666666666667,0.6933333333333334,True
zolpidem,dalteparin,T2_moderate,195.0,29,2.3284372178807766,7.709331305415529,8.645519352756429,0.1724137931034483,0.3793103448275862,0.6551724137931034,False
zolpidem,sevelamer,T2_moderate,479.0,125,3.9634394479864365,10.317254400799865,13.410728997279307,0.16,0.256,0.4,True
zolpidem,ustekinumab,T2_moderate,483.0,88,3.3309065997842184,113.64260157609893,153.05898843074084,0.3409090909090909,0.42045454545454547,0.4659090909090909,True
warfarin,fluconazole,POSITIVE_CONTROL,1304.0,365,2.5162607048106747,6.652764567418704,11.102591828917413,0.21643835616438356,0.3643835616438356,0.5917808219178082,False
clarithromycin,simvastatin,POSITIVE_CONTROL,1999.0,324,2.0777197088852866,7.754028102900529,37.32648354353322,0.35185185185185186,0.48148148148148145,0.7006172839506173,False
fluoxetine,tramadol,POSITIVE_CONTROL,6160.0,424,1.340213713444529,4.840985840672799,22.06135593033238,0.5919811320754716,0.7712264150943396,0.8867924528301887,False
methotrexate,trimethoprim,POSITIVE_CONTROL,12624.0,405,2.5528085245324585,18.42446708574087,72.01809341001453,0.30864197530864196,0.4222222222222222,0.5530864197530864,False
clopidogrel,omeprazole,POSITIVE_CONTROL,18870.0,461,1.211124089482875,2.086991181910554,6.007250373650019,0.7635574837310195,0.9175704989154013,0.9934924078091106,False
digoxin,amiodarone,POSITIVE_CONTROL,4815.0,425,1.9198798039032798,4.32853870858222,7.192479864412871,0.30117647058823527,0.5294117647058824,0.8094117647058824,False
lithium,hydrochlorothiazide,POSITIVE_CONTROL,915.0,269,2.040339300991836,5.87584512000898,9.228691382473974,0.2936802973977695,0.49070631970260226,0.7286245353159851,False
sildenafil,nitroglycerin,POSITIVE_CONTROL,957.0,298,2.891210342639969,8.795531703939828,35.85758325232891,0.17114093959731544,0.3053691275167785,0.540268456375839,False
warfarin,ciprofloxacin,POSITIVE_CONTROL,1964.0,377,2.2193507258173937,6.147598449615761,12.022140994724765,0.23342175066312998,0.4403183023872679,0.6870026525198939,False
colchicine,clarithromycin,POSITIVE_CONTROL,495.0,137,4.0583794973363485,16.002823850705106,59.24863183576061,0.08759124087591241,0.20437956204379562,0.35036496350364965,False
cyclosporine,fluconazole,POSITIVE_CONTROL,2730.0,383,1.953694828577077,4.752052491717428,14.198314922649935,0.360313315926893,0.5195822454308094,0.7650130548302873,False
amiodarone,simvastatin,POSITIVE_CONTROL,5032.0,399,1.8553946784987623,6.7379816152359275,17.42161211973594,0.37343358395989973,0.543859649122807,0.7694235588972431,False
